Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Dync2h1;-0,62;81;52;0,59;71;103;-0,31;566;444;0,28;53;63;1;0;1;1;0;1;1;1;0;0;0;0
Dnajc15;-0,11;459;419;0,35;286;349;-0,28;643;509;0,91;440;793;1;1;1;1;1;1;1;1;0;0;0;1
Rsrc2;-0,56;931;622;-0,23;586;481;-0,03;708;667;-0,38;943;695;1;1;1;1;1;1;1;1;0;0;0;0
Armt1;-0,2;73;62;0,85;63;107;-0,05;138;128;0,53;141;196;0;0;1;1;0;1;1;1;0;0;0;0
Gm8825;1,46;6;18;0,41;12;16;-0,03;21;20;0,91;13;25;0;0;1;0;1;1;1;1;1;0;0;0
Trim8;0,37;613;784;0,38;853;1076;-0,16;2418;2103;-0,17;1740;1482;1;1;1;1;1;1;1;1;0;0;0;0
Anapc10;-0,23;385;325;0,39;201;251;0,03;259;254;0,51;293;400;1;1;1;1;1;1;1;1;0;0;0;0
Gpr157;0,78;38;63;0,98;43;81;1,52;13;37;0,37;350;433;0;0;0;1;0;1;0;1;0;0;0;0
Tmem176a;0,28;2422;2905;0,97;1076;2027;0,02;3880;3815;-0,43;3827;2730;1;1;1;1;1;1;1;1;0;1;0;0
Med9;-0,26;806;662;-0,27;1051;843;0,18;410;449;0,54;323;452;1;1;1;1;1;1;1;1;0;0;0;0
Hhip;-0,81;7;3;-0,09;182;164;-0,06;522;477;0,15;5;5;0;1;1;0;0;1;1;0;0;0;0;0
Ccdc68;0,13;0;0;-0,24;192;158;-0,76;2;0;-0,19;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Tmtc3;-0,16;207;183;-0,54;457;302;0,27;212;248;0,38;161;202;1;1;1;1;0;1;1;1;0;0;0;0
Mthfsd;-0,48;238;167;0,31;160;191;-0,03;273;259;-0,03;255;238;1;1;1;1;1;1;1;1;0;0;0;0
Pdgfrl;0;12;12;0,55;115;160;-0,25;166;135;-0,04;8;8;0;1;1;0;0;1;1;0;0;0;0;0
Erf;-0,09;192;176;-0,34;136;103;0,57;126;181;-0,8;286;157;1;1;1;1;1;1;1;1;0;0;0;0
Lfng;0,46;69;94;1,01;23;46;-0,9;2017;1047;-0,3;412;319;1;0;1;1;1;0;1;1;0;0;0;0
Hspbp1;0,81;475;819;0,32;933;1116;0,2;1058;1170;0,85;944;1636;1;1;1;1;1;1;1;1;0;0;0;1
Antxr1;-1,13;133;59;0,3;158;186;-0,35;469;357;0,95;2;4;1;1;1;0;0;0;1;0;0;0;0;0
D16Ertd472e;-0,54;146;98;1,2;99;219;0,43;284;364;0,51;99;135;1;1;1;1;0;1;1;1;0;1;0;0
Taf8;-0,31;440;349;-0,6;323;206;-0,19;405;341;-0,18;296;250;1;1;1;1;1;1;1;1;0;0;0;0
Dcaf15;0,89;43;80;0,58;39;56;0,26;116;133;0;103;99;1;1;1;1;1;1;1;1;0;0;0;0
Mlh3;0,3;137;165;-0,56;219;141;-0,35;328;248;-0,41;114;82;0;1;1;1;1;1;1;0;0;0;0;0
Slc8a1;3,29;1;21;-0,83;134;72;-0,14;37;32;-0,29;198;156;0;0;0;1;0;1;0;1;0;0;0;0
Pptc7;0,71;216;348;0,46;476;633;-0,18;520;444;-0,4;373;273;1;1;1;1;1;1;1;1;0;0;0;0
Mpzl2;NA;0;0;1,38;97;241;-0,54;5;3;0,85;1;3;0;1;0;0;0;1;0;0;0;0;0;0
Xpc;-0,39;416;314;-0,42;726;522;-0,4;506;373;-0,12;347;306;1;1;1;1;1;1;1;1;0;0;0;0
Ndufa7;-1,17;5018;2202;0,2;1437;1587;-0,11;1412;1261;0,56;919;1301;1;1;1;1;1;1;1;1;0;0;0;0
Tug1;-0,4;810;609;-0,38;1205;888;0,15;1005;1070;-0,59;1183;756;1;1;1;1;1;1;1;1;0;0;0;1
Shisa4;1,01;80;160;0,41;388;500;-0,23;6320;5162;0,23;70;79;0;1;1;1;1;1;1;1;0;0;0;0
Snrpb2;-0,38;715;544;0,3;344;406;0,28;273;318;0,51;665;906;1;1;1;1;1;1;1;1;0;0;0;0
Gm12183;0,24;12;14;0,47;14;19;0,23;14;16;-0,29;29;22;0;0;0;1;0;0;0;1;0;0;0;0
Nit2;0,19;274;309;0,29;183;216;-0,23;371;307;0,93;264;483;1;1;1;1;1;1;1;1;0;0;0;0
Snx33;-0,1;67;61;-0,31;724;562;-0,02;703;666;1,08;31;65;0;1;1;1;0;1;1;0;0;0;0;0
Tesc;1,6;2;9;-1,17;902;388;0,29;19;23;-0,81;4;2;0;1;0;0;0;1;1;0;0;1;0;0
Cox4i1;-0,5;8063;5644;-0,2;7142;5961;-0,29;7265;5695;0,69;4319;6688;1;1;1;1;1;1;1;1;0;0;0;0
Ppp6r3;-0,18;849;735;-0,26;1072;860;0,16;743;795;-0,19;802;672;1;1;1;1;1;1;1;1;0;0;0;0
Sgms1;-1,04;25812;12352;-0,36;1150;855;-0,51;829;563;0,42;650;832;1;1;1;1;1;1;1;1;1;0;0;0
Rbbp6;-0,6;700;456;-0,36;584;438;0,12;544;571;-0,29;546;426;1;1;1;1;1;1;1;1;1;0;0;0
Usp42;-0,42;237;174;-0,64;234;145;0,08;288;293;0,06;248;248;1;1;1;1;1;1;1;1;0;0;0;0
Cdk2ap1;-0,09;42;38;0,64;10;15;-0,48;49;34;-0,13;39;34;1;0;1;1;1;0;1;1;0;0;0;0
Ado;0,44;410;549;-0,22;958;794;-0,05;2819;2596;0,24;630;715;1;1;1;1;1;1;1;1;0;0;0;0
Rora;-0,86;944;513;-0,33;869;665;-0,11;1346;1206;0,16;88;95;1;1;1;1;1;1;1;1;0;0;0;0
Ddah1;0,02;1588;1594;0,97;78;149;-0,07;3445;3188;0,74;37;61;1;1;1;0;1;0;1;0;0;0;0;0
Cox6a2;1,41;13;37;1,92;6;24;0,53;28;39;1,29;189;447;0;0;0;1;0;0;0;1;0;0;0;1
Irs2;0,13;47;50;-0,29;1733;1368;0,31;910;1087;-0,68;573;343;0;1;1;1;1;1;1;1;0;0;0;1
Il1a;0,6;670;996;2,34;182;888;0,33;590;704;-0,08;19760;17862;1;0;1;1;1;0;1;1;0;0;0;0
Stradb;-0,04;152;144;-0,39;322;234;-0,22;339;279;-0,59;576;366;0;1;1;1;1;1;1;1;0;0;0;0
Hcfc1r1;-1,01;1086;533;-0,64;2259;1394;-0,23;744;613;0,31;438;521;1;1;1;1;1;1;1;1;0;1;0;0
Fzd8;0,88;30;55;0,94;23;44;-0,13;49;43;0,02;7;7;1;1;1;0;1;0;1;0;0;0;0;0
Tmem204;-0,38;8832;6659;-0,43;2677;1907;-1,2;432;180;-0,67;839;507;1;1;1;1;1;1;1;1;0;0;1;1
Atg14;-0,48;328;231;-0,58;678;436;-0,08;397;363;-0,97;596;290;1;1;1;1;1;1;1;1;0;0;0;1
Cryl1;-0,75;189;109;0,4;411;517;0,03;100;99;-0,4;1457;1058;1;1;1;1;0;1;1;1;0;0;0;0
Enpp6;-0,3;132;104;-1,1;235;106;-0,01;348;329;-0,96;6;2;1;0;1;0;1;0;1;0;0;0;0;0
Rsph9;-1,04;291;139;-0,43;400;287;-0,5;1273;874;-0,55;63;40;1;1;1;1;1;1;1;1;0;0;0;0
Daam2;0,46;5;7;-0,57;209;135;-0,52;489;328;-0,87;5;2;0;1;1;0;0;1;1;0;0;0;0;0
Iigp1;-0,32;479;377;0,94;106;197;2,29;17;87;0,49;5;7;1;1;0;0;1;0;1;0;0;0;0;0
1700020I14Rik;-0,36;1605;1228;-0,29;1278;1009;-0,14;470;412;-0,07;407;374;1;1;1;1;1;1;1;1;0;0;0;0
Celsr2;-0,44;35;25;-1,25;77;31;0,04;1085;1080;-0,73;13;7;0;0;1;0;0;0;1;0;0;0;0;0
Siglec1;0,49;6;8;2,32;8;44;0,35;10;13;0,23;110;124;0;0;0;1;0;0;0;1;0;0;0;0
Hpcal1;-0,34;1754;1366;0,5;87;119;0,07;151;151;0,42;278;357;1;1;1;1;1;1;1;1;0;0;0;0
Pdhb;0,1;1438;1515;-0,19;1651;1387;-0,19;1837;1546;0,25;1267;1444;1;1;1;1;1;1;1;1;0;0;0;0
Pygo2;-0,14;824;736;0,19;769;837;0,06;558;562;-0,35;789;592;1;1;1;1;1;1;1;1;0;0;0;0
Eps8;-0,56;721;482;0,84;523;898;0,03;1435;1422;0,2;235;260;1;1;1;1;1;1;1;1;0;0;0;0
Rnf40;-0,12;530;482;-0,34;757;575;-0,01;613;586;-0,41;623;450;1;1;1;1;1;1;1;1;0;0;0;0
Sh3pxd2b;0,32;123;151;0,22;323;362;0,24;468;537;2,3;57;274;1;1;1;1;1;1;1;1;0;0;0;1
Gale;1,61;87;263;1,14;43;92;0,39;381;482;1,33;102;249;1;0;1;1;1;0;1;1;1;0;0;1
Reep6;3,18;0;10;1,09;21;45;-0,79;66;37;-1,15;10;4;0;0;1;0;0;0;0;0;0;0;0;0
Fbxo46;-0,43;251;183;-0,47;206;143;-0,51;302;204;-0,51;255;171;1;1;1;1;1;1;1;1;0;0;0;0
Ankrd45;-0,35;11;8;-2,71;25;2;-0,45;318;227;3,27;0;11;0;0;1;0;0;0;1;0;0;0;0;0
Scn2b;-0,32;1;0;-0,59;209;134;-0,37;14;10;-0,42;2;1;0;1;0;0;0;1;0;0;0;0;0;0
Erp44;0,31;1683;2050;0,2;1427;1572;0,17;1386;1498;0,73;1450;2308;1;1;1;1;1;1;1;1;0;0;0;1
Naalad2;-0,46;93;66;-0,82;837;458;0,14;28;30;-0,86;208;109;1;1;0;1;0;0;0;0;0;0;0;0
Gtf2h4;0,94;181;339;0,42;194;248;-0,4;262;192;0,52;278;382;1;1;1;1;1;1;1;1;0;0;0;0
Src;0,34;109;137;0,58;138;201;-0,27;605;487;-0,72;230;133;0;1;1;1;1;1;1;1;0;0;0;0
Dgkq;0,08;57;59;-0,6;99;62;-0,02;113;108;0,01;83;79;0;0;1;1;0;1;1;0;0;0;0;0
Tle2;-0,82;56;30;-0,74;41;23;-0,74;360;209;-0,95;26;12;0;1;1;0;0;0;1;0;0;0;0;0
Ano1;-1,48;60;20;-0,66;5542;3364;0,14;117;124;0,14;41;44;0;1;0;0;0;1;1;0;0;0;0;0
Ywhab;0,16;5794;6352;0,1;7513;7739;0,19;3210;3511;0,31;4293;5103;1;1;1;1;1;1;1;1;0;0;0;0
Ptpa;0,35;1097;1372;0,17;1557;1682;0,24;1327;1501;0,02;1694;1649;1;1;1;1;1;1;1;1;0;0;0;0
Slc41a2;1,9;14;55;1,06;112;224;0,76;118;194;3,91;3;60;0;1;1;0;1;1;1;1;0;1;0;1
Ski;-0,21;767;648;-0,34;1325;1008;0,41;468;597;-0,72;2514;1461;1;1;1;1;1;1;1;1;0;0;0;1
Ppic;-0,6;1754;1149;0,28;398;462;-0,02;94;90;1,11;15;33;1;1;1;0;1;1;1;0;0;0;0;0
Kti12;0,43;308;408;0,47;121;159;0,74;108;176;0,39;184;232;1;1;1;1;1;1;1;1;0;0;0;0
Rsl1d1;0,61;760;1143;0,19;1012;1109;0,19;1174;1287;0,66;1724;2611;1;1;1;1;1;1;1;1;0;0;0;1
Cnbd2;-0,05;18;17;0,55;18;25;-0,86;71;37;0,22;21;23;0;0;1;0;0;0;1;0;0;0;0;0
Thap2;-0,26;94;77;-0,38;221;163;-0,25;236;190;-0,13;114;100;1;1;1;1;1;1;1;1;0;0;0;0
Nusap1;-1,4;48;17;-2,37;14;2;0,64;14;22;0,26;7;8;1;0;0;0;0;0;0;0;0;0;0;0
Gtf2e1;-0,58;146;96;-0,54;183;119;0,42;230;298;0,33;171;205;1;1;1;1;1;1;1;1;0;0;0;0
Actn1;0,61;219;330;-0,37;1472;1095;0,02;105;103;0,77;41;68;1;1;1;1;1;1;0;1;0;0;0;0
Rpe;0,03;319;319;0,39;260;330;0,4;192;243;0,33;279;339;1;1;1;1;1;1;1;1;0;0;0;0
Rdh12;1,03;22;45;4,43;4;106;-0,13;54;47;0,37;45;56;0;0;1;1;0;0;1;1;0;0;0;0
Osbpl11;-0,04;394;378;0,32;419;497;0,02;447;436;-0,43;1733;1230;1;1;1;1;1;1;1;1;0;0;0;0
Prpf39;-0,85;371;202;-0,57;256;165;0,1;339;351;-0,82;513;279;1;1;1;1;1;1;1;1;0;0;0;0
Gbgt1;-0,76;10;5;0,29;93;109;-0,36;6;4;-0,45;127;89;0;1;0;1;0;1;0;1;0;0;0;0
Adat2;-0,46;18;12;1,25;6;16;-0,71;27;15;1,35;20;50;0;0;0;0;0;0;0;1;0;0;0;1
Ppil1;0,19;400;451;0,19;406;443;0,03;353;348;0,5;292;396;1;1;1;1;1;1;1;1;0;0;0;0
Tmie;-1,04;76;36;-0,62;209;130;-0,8;193;107;-0,32;4;3;1;1;1;0;0;1;1;0;0;0;0;0
Rrp12;1,44;62;167;0,88;102;180;0,54;248;347;0,63;271;402;0;0;1;1;1;1;1;1;0;0;0;1
Klhdc7a;-0,74;11;6;1,75;3;11;-0,71;1066;634;-1,32;13;4;0;0;1;0;0;0;1;0;0;0;0;0
Tbx3;-0,71;1680;1017;-0,44;2276;1616;-0,85;55;29;0,84;12;21;1;1;0;0;1;1;0;0;0;0;0;0
Abt1;-0,34;491;384;-0,31;502;387;-0,27;346;276;0,69;293;451;1;1;1;1;1;1;1;1;0;0;0;0
Epb41l3;1,15;42;94;1,31;36;86;0,09;2197;2215;-0,14;283;246;0;0;1;1;1;0;1;1;0;0;0;0
Pcdh18;-1,29;48;18;-0,7;2005;1182;-0,6;222;141;0,24;12;13;0;1;1;0;0;1;1;0;0;0;0;0
Smc6;-0,48;813;574;-0,24;969;787;-0,1;446;401;0,31;573;681;1;1;1;1;1;1;1;1;0;0;0;0
Dock7;-0,37;40;30;-0,35;611;460;0,52;325;451;0,06;232;233;1;1;1;1;0;1;1;1;0;0;0;0
Fopnl;-0,9;979;516;-0,31;644;500;-0,07;667;612;0,15;550;586;1;1;1;1;1;1;1;1;0;0;0;0
Tsku;2,39;7;39;0,8;136;227;-0,3;505;398;2,68;0;11;0;0;1;0;0;1;1;0;0;0;0;0
Tbl1x;-0,03;987;954;-0,24;1817;1479;0,04;954;948;-0,15;1080;929;1;1;1;1;1;1;1;1;0;0;0;0
Dnali1;-0,58;19;12;1,89;4;18;-0,42;623;454;-0,38;11;8;0;0;1;0;0;0;1;0;0;0;0;0
4930518I15Rik;0,03;18;18;-1,77;13;3;0,37;45;56;-1,05;101;46;0;0;1;1;1;0;1;1;0;0;0;0
Pla2g16;-1,07;1617;762;0,5;272;369;-0,27;1812;1442;0,01;140;135;1;1;1;1;1;1;1;1;0;0;0;0
Rps7;-0,28;1285;1045;0,26;838;961;0,51;359;491;0,97;844;1587;1;1;1;1;1;1;1;1;0;0;0;0
2300009A05Rik;-0,26;95;78;-0,44;72;51;-0,34;76;58;-0,72;42;24;1;1;1;1;1;1;1;1;0;0;0;0
Hspa8;0,36;10308;12954;0,13;9252;9719;0,37;7410;9214;0,02;13577;13193;1;1;1;1;1;1;1;1;0;0;0;0
Capza2;0,17;4314;4777;0,19;5004;5470;0,31;3074;3639;0,11;14184;14661;1;1;1;1;1;1;1;1;0;0;0;0
Ranbp1;0,02;2094;2109;0,25;1796;2050;0,28;1169;1361;1,42;1493;3838;1;1;1;1;1;1;1;1;0;0;0;1
Txndc9;0,06;741;762;0,22;704;788;0,17;682;742;0,75;569;919;1;1;1;1;1;1;1;1;0;0;0;1
Plcd1;0,14;153;165;0,29;660;772;-0,16;1021;891;-0,25;236;190;1;1;1;1;0;1;1;1;0;0;0;0
Erbb2;-0,27;517;420;0,36;384;470;-0,18;477;410;1,85;4;17;1;1;1;0;1;1;1;0;0;0;0;0
Pigg;-0,4;177;132;-0,56;265;173;0,28;239;279;-0,14;169;147;1;1;1;1;1;1;1;1;0;0;0;0
Tmem39b;0,02;305;304;0,5;159;214;0,11;221;231;0;366;351;1;1;1;1;1;1;1;1;0;0;0;0
Olfr78;-2,97;6;0;-0,8;218;121;0,22;0;0;1,4;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Lmln;0,49;52;72;-1,12;51;22;0,02;93;91;-0,7;295;173;0;0;1;1;1;0;1;1;0;0;0;0
Gm17396;0,82;0;1;-0,66;208;127;0,38;2;2;-0,18;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Gm8565;1,5;3;9;0,59;7;12;-0,32;11;8;1,53;5;16;0;0;0;0;0;0;0;1;0;0;0;1
Shisa3;1,09;0;1;1,54;86;239;0,21;8;9;-0,04;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Cd59a;-1,28;6610;2685;-0,48;888;612;0,26;118;136;0,31;47;56;1;1;1;1;1;1;1;0;1;0;0;0
Galc;0,08;55;57;0,9;24;44;-0,29;230;181;-0,24;293;238;0;0;1;1;0;0;1;1;0;0;0;0
Srpk3;-1,83;9;2;-1,77;263;74;-0,13;49;43;-1,89;457;117;0;1;0;1;0;1;0;1;0;1;0;1
Psmb4;-0,01;2298;2261;0,27;1414;1635;0,17;1350;1462;1,27;1088;2510;1;1;1;1;1;1;1;1;0;0;0;1
Ror1;2,29;4;22;0,25;957;1096;0;52;50;0,28;12;15;0;1;0;0;0;1;0;0;0;0;0;0
Vkorc1;-0,46;278;199;0,3;159;187;-0,39;190;138;-0,18;332;280;1;1;1;1;1;1;1;1;0;0;0;0
Bnip1;0,73;132;215;0,39;110;138;0,27;137;159;0,88;177;313;1;1;1;1;1;1;1;1;0;0;0;1
Traf3;1,06;80;165;0,7;69;108;0,29;158;187;0,46;156;206;1;1;1;1;0;1;1;1;0;0;0;0
Dync2li1;-0,16;235;206;-0,28;269;213;-0,37;709;534;1,71;23;76;1;1;1;0;1;1;1;0;0;0;0;0
Ankfy1;0,27;499;594;-0,39;749;545;0;673;646;0,06;1131;1132;1;1;1;1;1;1;1;1;0;0;0;0
Osgin2;0,34;138;171;0,69;159;242;0,53;287;397;0,42;265;341;1;0;1;1;1;1;1;1;0;0;0;0
Zfp14;-0,58;75;49;-1,15;108;46;-0,86;195;104;-2,42;60;9;0;0;1;1;0;0;1;0;0;0;0;1
Flt4;0,18;2319;2583;1,26;30;69;0,5;23;32;-0,02;30;28;1;0;0;0;1;0;0;0;0;0;0;0
Gm13443;0,25;10;11;0,49;11;15;-0,4;15;10;0,21;5;5;0;0;1;0;0;0;0;0;0;0;0;0
Scarb1;-0,24;4153;3458;0,37;576;711;0,34;430;523;0,11;851;883;1;1;1;1;1;1;1;1;0;0;0;0
BC017643;0,16;453;497;0,34;473;572;-0,09;727;659;-0,62;2809;1755;1;1;1;1;1;1;1;1;0;0;0;0
Stard3;0,37;485;614;0,43;441;567;-0,08;977;887;-0,53;2656;1755;1;1;1;1;1;1;1;1;0;0;0;0
Zdhhc17;0,12;358;381;0,27;297;344;0,22;1100;1226;-0,49;400;273;1;1;1;1;1;1;1;1;0;0;0;0
Col16a1;1,39;0;2;-1,52;252;84;1,04;279;557;3,11;0;9;0;1;1;0;0;0;1;0;0;0;0;0
Zdhhc14;0,58;55;82;0,76;93;153;0,27;155;179;0;226;216;1;1;1;1;1;0;1;1;0;0;0;0
Tnfaip8l2;0,28;90;108;1,5;50;137;-0,22;60;48;-0,56;2425;1580;0;0;0;1;0;0;0;1;0;0;0;0
Stat3;0,53;3836;5449;0,26;7292;8433;0,92;2937;5365;0,09;4237;4304;1;1;1;1;1;1;1;1;0;0;1;0
Tmem131;0,01;339;337;0,32;460;553;0,28;437;510;-0,56;390;253;1;1;1;1;1;1;1;1;0;0;0;0
Ep400;-0,36;494;380;-0,29;359;279;0,08;461;469;-0,6;658;416;1;1;1;1;1;1;1;1;0;0;0;1
Wdr3;0,12;201;215;0,75;164;263;0,49;196;266;0,03;637;623;1;0;1;1;1;1;1;1;0;0;0;0
Tagap;0,31;65;79;1,47;44;116;-0,61;100;62;-1,26;4142;1662;0;0;0;1;0;0;0;1;0;0;0;1
Ap4m1;-0,45;61;43;-0,91;65;32;-0,32;129;100;-0,89;82;41;1;0;1;1;1;0;1;0;0;0;0;0
Rpl10a-ps1;-0,02;28;27;0,32;26;31;-0,21;10;8;0,59;33;49;1;1;0;1;1;1;0;1;0;0;0;0
Tub;-2,25;53;10;4,73;0;25;0,48;36;49;-3,1;8;0;0;0;0;0;0;0;1;0;0;0;0;0
1700086O06Rik;-0,05;13;12;-0,81;81;44;-0,52;49;33;0,31;28;34;0;1;1;1;0;0;0;1;0;0;0;0
Cblb;0,41;66;86;0,58;130;189;0,15;120;127;-0,12;142;125;0;1;1;1;1;1;1;1;0;0;0;0
Mypop;-0,78;32;18;0,43;16;22;-0,38;10;7;0,64;5;9;0;1;0;0;0;1;0;0;0;0;0;0
Parp16;-0,26;227;187;0,58;45;65;-0,45;131;94;-0,93;150;75;1;1;1;1;1;1;1;0;0;0;0;0
Zbtb3;0,28;23;27;-1,23;39;15;-0,16;22;19;-0,11;50;45;0;1;0;1;0;0;0;1;0;0;0;0
Tbx15;-1,55;10;2;-0,29;1128;892;-0,78;7;4;0,23;6;7;0;1;0;0;0;1;0;0;0;0;0;0
Cep164;-1,1;165;75;-0,41;131;95;-0,4;225;166;0,01;157;152;1;1;1;1;1;1;1;1;0;0;0;0
Gm42725;-1,1;111;51;0,8;11;20;0,62;34;51;0,73;75;121;1;0;1;1;1;0;1;1;0;0;0;0
Myl12a;-0,48;15004;10655;0,16;5069;5432;0,29;1133;1332;0,89;2245;3999;1;1;1;1;1;1;1;1;0;0;0;1
Phf1;-0,84;639;352;-0,27;635;507;-0,15;340;296;-0,92;260;131;1;1;1;1;1;1;1;1;0;0;0;1
Gm5345;1,72;0;3;-1,15;231;101;0,14;60;64;0,36;3;4;0;1;1;0;0;1;1;0;0;0;0;0
Pfdn6;-0,25;518;431;0,27;362;419;0,17;427;461;0,91;294;533;1;1;1;1;1;1;1;1;0;0;0;0
Capn7;-0,09;349;324;-0,54;405;264;-0,21;311;259;-0,06;353;325;1;1;1;1;1;1;1;1;0;0;0;0
Elk1;-0,91;176;92;-0,32;298;229;-0,42;254;183;-0,03;50;47;0;1;1;1;1;1;1;1;0;0;0;0
D1Ertd622e;0,76;173;288;0,38;230;285;0,3;579;679;-0,13;960;838;1;1;1;1;1;1;1;1;0;0;0;0
Cbll1;-0,52;241;165;-0,34;271;206;0,4;210;266;-0,12;272;240;1;1;1;1;1;1;1;1;0;0;0;0
Psma1;0,23;3269;3794;0,19;2780;3038;0,21;1651;1838;1,14;2470;5207;1;1;1;1;1;1;1;1;0;0;0;1
Fbxw2;-0,13;2105;1893;-0,17;1966;1672;-0,16;676;585;-0,11;896;796;1;1;1;1;1;1;1;1;0;0;0;0
Atf4;0,5;2057;2868;0,19;1341;1469;0,77;851;1391;-0,04;2552;2378;1;1;1;1;1;1;1;1;0;0;0;0
2700060E02Rik;-0,24;1594;1328;-0,18;1753;1488;0,03;722;710;0,72;1131;1781;1;1;1;1;1;1;1;1;0;0;0;0
Stx12;-0,03;2791;2685;0,27;1045;1203;0,34;1119;1357;0,53;800;1112;1;1;1;1;1;1;1;1;0;0;0;0
Wrb;0,33;575;709;-0,31;795;614;0,14;1116;1188;0,18;824;893;1;1;1;1;1;1;1;1;0;0;0;0
Tfrc;-1,14;2564;1147;-0,5;426;289;0,2;1379;1520;1,03;403;790;1;1;1;1;1;1;1;1;0;0;0;1
Zfp710;0,41;81;106;0,43;250;326;-0,3;478;374;-0,99;2089;1011;1;1;1;1;1;1;1;1;0;0;0;1
Cd37;0,83;141;244;2,01;89;345;0,77;113;182;-0,67;6333;3821;0;0;0;1;0;0;1;1;0;0;0;1
Tes;-0,02;1431;1388;0,54;277;387;0,43;69;90;0,33;547;661;1;1;1;1;1;1;1;1;0;0;0;0
Ttf2;0,25;93;109;1,02;46;92;0,49;40;55;-0,08;128;116;1;0;1;1;1;0;0;1;0;0;0;0
Atp5j2;-0,42;1865;1374;0,24;1168;1325;-0,2;1210;1014;1,13;740;1557;1;1;1;1;1;1;1;1;0;0;0;1
Ankrd54;-0,35;472;363;-0,2;623;520;-0,33;831;640;-0,66;401;243;1;1;1;1;1;1;1;1;0;0;0;0
Synrg;-0,3;437;350;0,27;290;336;0,12;314;328;-0,1;394;353;1;1;1;1;1;1;1;1;0;0;0;0
Rhot2;-0,28;133;108;-0,35;139;105;-0,18;139;118;-0,54;82;54;1;1;1;1;1;1;1;1;0;0;0;0
Hcst;0,46;40;54;1,73;6;23;0,24;13;15;-0,36;477;357;0;0;0;1;0;0;0;1;0;0;0;0
Car7;-0,09;125;114;1,89;4;18;0,13;6;7;-2,75;49;6;1;0;0;1;1;0;0;0;0;0;0;1
Gm42893;-1,31;33;12;1,29;6;15;0,56;23;33;-1,06;45;20;0;0;0;1;0;0;1;0;0;0;0;0
Prrc2c;-0,62;852;549;-0,35;408;309;0,26;644;745;-0,28;735;580;1;1;1;1;1;1;1;1;0;0;0;0
2610306M01Rik;-1,25;199;82;-0,49;97;65;-0,44;106;75;0,46;37;50;1;1;1;1;0;1;1;1;0;0;0;0
Gps2;0;685;673;-0,24;761;615;-0,13;501;439;-0,47;1101;758;1;1;1;1;1;1;1;1;0;0;0;0
Zfp64;0,09;283;296;-0,37;271;201;0,05;251;250;-0,28;326;258;1;1;1;1;1;1;1;1;0;0;0;0
Ccdc28a;-1,35;52;19;0,89;46;82;-1,28;94;37;-0,44;83;58;1;0;1;1;0;1;1;1;0;0;0;0
Carnmt1;0,64;38;59;0,51;45;63;-0,1;50;45;0,58;40;58;1;1;1;1;1;1;0;1;0;0;0;0
6720489N17Rik;-0,55;42;28;-1,49;80;27;-0,1;129;116;-0,22;36;29;0;0;0;1;0;0;1;0;0;0;0;0
Cst3;-0,51;43375;29976;0,46;28487;37187;-0,68;144054;86695;-0,14;391284;341674;1;1;1;1;1;1;1;1;0;0;0;0
Tead1;-0,55;103;69;-0,04;167;157;0,16;214;232;-0,39;3;2;1;1;1;0;1;1;1;0;0;0;0;0
Mettl13;0,33;166;205;0,48;165;222;0,2;236;261;0,29;273;321;1;1;1;1;1;1;1;1;0;0;0;0
Ptafr;1,19;24;56;1,63;37;112;0,23;35;40;-0,7;1991;1170;0;0;0;1;0;0;0;1;0;0;0;1
Cdh23;0,19;33;37;2,32;1;11;-0,29;21;16;-1,5;619;208;0;0;0;1;0;0;0;1;0;0;0;1
Fam72a;0,51;85;118;1,07;9;20;0,14;20;21;-0,19;86;72;0;0;0;1;1;0;0;1;0;0;0;0
Uchl5;-0,06;630;597;-0,25;889;719;0,42;302;390;1,01;571;1106;1;1;1;1;1;1;1;1;0;0;0;1
Urb1;-0,2;219;188;-0,33;368;280;0,63;242;363;0,03;389;382;1;1;1;1;0;1;1;1;0;0;0;0
Ccnc;-0,35;302;233;0,32;222;266;0,31;304;364;0,54;330;462;1;1;1;1;1;1;1;1;0;0;0;0
Rab13;-0,4;450;337;0,41;144;183;-0,32;98;76;1,07;10;21;1;1;1;0;1;1;1;0;0;0;0;0
Adamtsl3;1,94;0;2;0,99;110;208;1,32;19;49;1,33;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Slc22a21;-0,79;104;58;-0,66;144;87;-0,01;26;25;-0,35;47;35;1;1;0;1;1;0;0;0;0;0;0;0
Neat1;-0,36;686;520;-0,36;403;298;0,47;2573;3441;-1,29;1380;538;1;1;1;1;1;1;1;1;0;0;0;1
2610507B11Rik;0,08;1313;1371;-0,28;1805;1428;0,09;1746;1790;0,12;1094;1142;1;1;1;1;1;1;1;1;0;0;0;0
