Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Pcsk7;-0,18;715;623;-0,02;599;565;0,2;383;425;-0,25;499;401;1;1;1;1;1;1;1;1;0;0;0;0
Camsap2;-0,37;663;508;-0,03;367;342;0;388;374;-0,43;255;182;1;1;1;1;1;1;1;1;0;0;0;0
Tbc1d23;0;260;257;-0,03;244;230;-0,37;215;160;-0,44;369;260;1;1;1;1;1;1;1;1;0;0;0;0
Mrpl19;0,22;204;235;-0,02;221;207;0;312;300;0,87;215;379;1;1;1;1;1;1;1;1;0;0;0;1
Tmem125;1,73;19;66;-0,16;58;51;0,52;993;1355;1,92;8;35;0;0;1;0;0;0;1;0;0;0;0;0
Fxyd6;-0,46;169;120;0,09;33;34;-0,11;105;93;1,04;3;8;1;0;1;0;1;0;1;0;0;0;0;0
4930432K21Rik;-2,16;57;12;-0,12;26;23;0,37;32;41;-1,13;16;6;0;0;1;0;0;0;0;0;0;0;0;0
Rassf1;0,49;949;1314;-0,03;657;619;0,54;249;348;0,11;513;532;1;1;1;1;1;1;1;1;0;0;0;0
Tmod2;0,22;299;346;-0,04;318;297;0,13;6243;6532;0,99;73;140;1;1;1;0;1;1;1;0;0;0;0;0
Exoc7;0,05;1085;1099;0,03;1210;1184;-0,42;1112;803;-0,37;926;683;1;1;1;1;1;1;1;1;0;0;0;0
Usp47;-0,07;927;871;-0,03;1144;1082;0,06;699;701;-0,11;642;569;1;1;1;1;1;1;1;1;0;0;0;0
Rab35;0,07;165;169;-0,04;115;106;0,03;135;132;-0,15;225;194;1;1;1;1;1;1;1;1;0;0;0;0
Mdh2;0,22;4255;4891;0,02;6059;5889;0,03;4629;4545;0,94;2821;5198;1;1;1;1;1;1;1;1;0;0;0;1
Emp3;-0,11;979;893;1,02;1380;2656;2,22;53;238;2,18;416;1816;1;1;1;1;1;1;1;1;0;1;1;1
Actr2;0,32;1150;1414;-0,02;1536;1447;0,44;613;796;-0,03;2867;2680;1;1;1;1;1;1;1;1;0;0;0;0
Dhx32;0,39;444;573;-0,02;1021;964;-0,03;656;620;0,16;721;771;1;1;1;1;1;1;1;1;0;0;0;0
Gpr137;0,41;177;232;-0,03;335;315;-0,26;607;487;-0,28;350;274;1;1;1;1;1;1;1;1;0;0;0;0
Polr3a;-0,24;179;149;-0,04;173;161;-0,36;385;290;0,35;272;333;1;1;1;1;1;1;1;1;0;0;0;0
Lins1;0,44;95;127;-0,03;162;150;0,4;157;201;0,87;108;189;1;1;1;1;1;1;1;1;0;0;0;1
Slc4a8;1,12;30;66;-1,11;758;336;0,63;544;816;-0,68;14;7;0;1;1;0;0;1;1;0;0;1;0;0
Donson;0,53;144;205;1,87;38;136;0,4;101;129;0,25;512;585;0;1;1;1;1;1;1;1;0;1;0;0
Zbtb8os;-0,37;185;141;0,03;155;151;0,07;165;165;1,22;163;367;1;1;1;1;1;1;1;1;0;0;0;0
1700007L15Rik;-0,7;17;10;0,1;11;11;0,02;37;37;0,03;30;29;0;0;1;1;0;0;1;0;0;0;0;0
Gm37206;-0,15;12;10;0,22;4;5;0,63;30;45;-1,06;24;10;0;0;0;0;0;0;1;0;0;0;0;0
Ran;0,58;1804;2663;0,7;1568;2441;0,66;1289;1956;1,35;1752;4294;1;1;1;1;1;1;1;1;0;1;0;1
Htt;0,8;146;253;0,06;136;138;0,13;401;424;0,65;254;383;1;1;1;1;1;0;1;1;0;0;0;0
Gpr37;0,56;88;131;-0,1;131;117;-0,18;5198;4364;0,89;42;77;0;0;1;0;0;0;1;0;0;0;0;0
Dnttip1;-0,4;452;338;-0,03;436;413;0,22;418;468;0,14;313;331;1;1;1;1;1;1;1;1;0;0;0;0
Etohd2;-0,11;28;26;-0,09;47;42;0,47;33;45;-1,35;85;31;1;0;1;1;1;0;1;0;0;0;0;0
Lztr1;-0,47;801;567;0,02;1242;1215;-0,19;1052;886;-0,13;517;452;1;1;1;1;1;1;1;1;0;0;0;0
Zfp971;-0,54;39;26;0,08;35;35;-0,34;32;24;1,01;11;23;0;0;0;0;0;1;1;0;0;0;0;0
Ints11;0,45;660;885;0,03;448;441;0,28;367;430;0,43;507;655;1;1;1;1;1;1;1;1;0;0;0;0
Ctcf;-0,52;839;579;0,04;493;490;-0,23;548;450;-0,48;600;413;1;1;1;1;1;1;1;1;0;0;0;0
Idh3b;0,09;1441;1504;-0,7;2570;1524;-0,32;2202;1712;0,08;1105;1117;1;1;1;1;1;1;1;1;0;1;0;0
Nlrx1;-0,9;133;70;0,04;286;283;-0,36;302;227;-0,23;350;286;1;1;1;1;0;1;1;1;0;0;0;0
Ncan;2,17;4;23;-0,14;9;8;0,03;2669;2634;-0,86;29;15;0;0;1;0;0;0;1;0;0;0;0;0
Ttf1;-0,24;197;163;0,08;130;133;-0,02;217;207;-0,57;237;153;1;1;1;1;1;0;1;1;0;0;0;0
Gm19439;1,03;18;39;0,11;21;21;-0,37;1909;1401;0,43;25;34;0;0;1;0;0;0;1;0;0;0;0;0
Trim26;-0,17;710;621;-0,03;973;918;-0,05;413;385;-0,68;1231;739;1;1;1;1;1;1;1;1;0;0;0;0
Fastkd1;1,24;32;75;0,09;39;39;-0,47;161;111;-0,14;121;106;0;0;1;1;0;0;1;1;0;0;0;0
Ruvbl1;0,58;399;587;0,02;388;377;0,12;422;445;0,35;481;588;1;1;1;1;1;1;1;1;0;0;0;0
Tha1;-0,57;31;20;-0,12;43;39;-0,19;99;85;-0,67;304;182;0;0;1;1;0;0;1;1;0;0;0;0
Plat;-0,09;23859;22018;0,05;9075;9009;0,21;3704;4150;0,25;305;349;1;1;1;1;1;1;1;1;0;0;0;0
Nr4a2;-0,6;947;613;-0,05;1205;1123;0,67;31;48;0,61;41;60;1;1;0;0;1;1;1;0;0;0;0;0
Srek1;-0,65;474;297;-0,03;336;316;-0,11;573;514;-0,73;664;382;1;1;1;1;1;1;1;1;0;0;0;0
C1qtnf7;-4,87;38;0;-0,67;2496;1515;-1,76;18;4;-0,01;15;14;0;1;0;0;0;1;0;0;0;1;0;0
Cd2ap;-1,24;1864;784;-0,05;254;233;-0,21;149;124;-0,32;478;366;1;1;1;1;1;1;1;1;1;0;0;0
Tbc1d10b;-0,1;312;285;0,04;213;210;0,33;365;439;0,14;334;353;1;1;1;1;1;1;1;1;0;0;0;0
Tma16;-0,12;103;94;-0,04;70;65;0,45;325;422;0,84;99;172;1;1;1;1;1;1;1;1;0;0;0;0
Pcsk1n;-0,01;15;14;-0,1;20;18;-0,08;727;657;0,04;15;15;0;0;1;0;0;0;1;0;0;0;0;0
Kpna4;-0,01;791;779;-0,04;829;775;0,31;424;507;0,02;870;846;1;1;1;1;1;1;1;1;0;0;0;0
Nfasc;1,16;36;82;0,15;233;253;0,75;1847;2950;-0,34;43;33;0;0;1;0;0;0;1;0;0;0;0;0
Plod2;-0,35;134;103;-0,03;298;279;-0,07;212;196;0,5;6;9;0;1;1;0;1;1;1;0;0;0;0;0
4632415L05Rik;-0,13;191;171;0,05;182;181;-0,14;223;195;-1,09;128;57;1;1;1;1;1;1;1;0;0;0;0;0
Vps39;-0,47;520;368;-0,03;474;444;0,12;650;679;-0,52;949;635;1;1;1;1;1;1;1;1;0;0;0;0
Sarm1;-0,56;19;12;-0,09;161;146;0,01;141;136;0,01;37;35;0;1;1;1;0;0;1;0;0;0;0;0
Ubxn10;2,09;8;37;0,26;27;32;-0,35;814;624;-1,67;13;3;0;0;1;0;0;0;1;0;0;0;0;0
Atp6v0e2;-0,39;982;738;-0,75;2730;1567;-0,1;3492;3117;0,01;43;41;1;1;1;1;1;1;1;1;0;1;0;0
Ier2;-0,17;13122;11457;-0,03;11536;10869;0,52;1146;1577;-0,46;16423;11390;1;1;1;1;1;1;1;1;0;0;0;0
Mbp;0,66;694;1093;0,11;1425;1488;0,02;36028;34756;0,14;1014;1071;1;1;1;1;1;1;1;1;0;0;0;0
Mad2l1bp;-0,45;558;405;-0,03;309;289;-0,04;171;159;0,46;317;419;1;1;1;1;1;1;1;1;0;0;0;0
9930021J03Rik;-0,65;201;127;-0,08;197;181;-0,02;281;267;-0,89;210;108;1;1;1;1;1;0;1;1;0;0;0;1
Pex10;-0,4;115;85;0,02;145;141;-0,31;178;137;-0,42;148;105;1;1;1;1;1;1;1;1;0;0;0;0
Dll1;0,77;118;198;0,12;47;50;-0,52;37;25;-0,2;14;11;0;0;0;0;1;0;1;0;0;0;0;0
Zfc3h1;-0,21;222;189;-0,05;178;165;0,11;372;389;-0,66;488;297;1;1;1;1;1;1;1;1;0;0;0;1
Gm6863;-0,11;61;55;-0,02;65;62;0,31;22;27;1,18;36;80;1;1;1;1;1;1;1;1;0;0;0;1
Vps4b;-0,02;1088;1053;0,03;936;913;0,2;541;597;-0,05;1526;1417;1;1;1;1;1;1;1;1;0;0;0;0
Zeb1;0,37;710;909;-0,02;941;886;-0,17;498;428;-0,9;246;126;1;1;1;1;1;1;1;1;0;0;0;1
Slc39a9;-0,12;626;565;0,02;791;772;-0,01;1144;1093;0,25;758;865;1;1;1;1;1;1;1;1;0;0;0;0
Cyb5r4;0,07;492;507;0,02;702;679;0,48;143;192;0,51;491;667;1;1;1;1;1;1;1;1;0;0;0;0
Ifnar1;-0,36;2209;1696;-0,03;625;587;0,02;1231;1204;0,26;925;1063;1;1;1;1;1;1;1;1;0;0;0;0
Fmr1;-0,71;432;263;-0,04;544;510;-0,18;454;386;0,27;314;364;1;1;1;1;1;1;1;1;0;0;0;0
Krt19;NA;0;0;2,77;41;270;-0,5;13;9;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0
Rngtt;-0,21;247;210;-0,03;383;362;0,1;307;316;0,55;334;470;1;1;1;1;1;1;1;1;0;0;0;0
Eif4a1;1,11;1205;2536;0,9;1385;2468;0,99;1273;2408;0,43;4292;5509;1;1;1;1;1;1;1;1;1;1;0;0
Aggf1;0,11;631;671;-0,05;388;361;-0,16;546;471;0,07;436;441;1;1;1;1;1;1;1;1;0;0;0;0
Inpp5f;-1,13;779;352;0,04;322;318;0,24;992;1117;-0,27;278;222;1;1;1;1;1;1;1;1;1;0;0;0
Mier2;1,14;38;81;-0,05;290;265;0,39;268;338;-0,18;621;523;0;1;1;1;1;1;1;1;0;0;0;0
Ddx58;-0,02;569;557;-0,05;273;255;0,06;116;116;0,07;276;278;1;1;1;1;1;1;1;1;0;0;0;0
Msl3l2;0,39;76;99;0,03;201;198;-0,05;444;411;0,42;87;112;0;1;1;1;1;1;1;0;0;0;0;0
Zfp653;-0,31;72;57;-0,03;100;94;-0,01;161;156;-0,61;160;100;1;1;1;1;0;1;1;1;0;0;0;0
Sacs;0,02;87;88;0,08;75;76;0,26;102;118;2,92;10;85;0;1;1;0;0;0;1;1;0;0;0;1
2610021A01Rik;-0,14;85;77;-0,1;63;56;-0,06;184;171;0,17;85;92;0;0;1;1;0;0;1;1;0;0;0;0
Entpd2;0,29;36;43;-0,13;50;44;-0,85;7158;3847;-0,37;32;24;0;0;1;0;0;0;1;0;0;0;0;0
4930532G15Rik;-1,58;17;5;0,16;21;23;-0,45;16;11;-0,11;36;31;0;0;0;1;0;0;0;0;0;0;0;0
Zfp870;-0,86;140;76;-0,08;118;108;-0,27;210;168;-1,13;97;42;1;0;1;1;0;1;1;0;0;0;0;0
Vps37c;0,1;662;696;-0,03;787;742;0,18;697;759;0,04;574;567;1;1;1;1;1;1;1;1;0;0;0;0
Arhgap42;-1,71;48;14;-0,05;702;650;-0,43;311;223;1,34;9;23;1;1;1;0;0;1;1;0;0;0;0;0
Fam173a;0,13;432;465;-0,03;386;360;-0,42;890;643;0,32;857;1024;1;1;1;1;1;1;1;1;0;0;0;0
Eef1akmt2;0,11;266;282;-0,04;327;308;0,24;243;276;0,31;191;228;1;1;1;1;1;1;1;1;0;0;0;0
Apoo;-0,16;85;75;-0,05;76;70;0,02;103;101;0,6;37;55;1;1;1;1;1;1;1;1;0;0;0;0
Ccnk;-0,06;40;37;0,07;11;11;-0,25;49;40;-0,45;72;50;0;0;1;1;0;0;1;1;0;0;0;0
Gypc;0,48;4;6;-0,18;2092;1771;0,37;26;32;1,4;2;8;0;1;0;0;0;1;0;0;0;0;0;0
Zc3h14;0,21;810;925;-0,02;1134;1074;0,01;739;720;0,33;477;577;1;1;1;1;1;1;1;1;0;0;0;0
Prr12;-0,94;69;35;-0,05;55;52;-0,06;95;88;-0,8;89;48;1;1;1;1;1;0;1;1;0;0;0;1
Gabpb2;-0,32;222;177;0,12;128;134;0,25;87;101;-0,85;165;87;1;1;1;1;1;0;1;1;0;0;0;0
D030056L22Rik;0,42;308;403;0,02;388;379;0,03;337;333;0,14;166;175;1;1;1;1;1;1;1;1;0;0;0;0
Appl2;-0,12;294;265;0,04;200;197;-0,11;2316;2083;-0,59;538;343;1;1;1;1;1;1;1;1;0;0;0;0
Zfp758;-0,61;223;144;-0,08;183;166;-0,06;109;101;0,02;241;234;1;1;1;1;1;1;1;1;0;0;0;0
Baiap2l1;-0,6;292;189;-0,08;82;73;0,57;16;23;-0,96;163;79;1;0;0;1;1;1;0;0;0;0;0;0
Ifitm1;0,86;651;1159;1,67;929;2847;1,02;163;320;2,16;43;190;1;1;1;1;1;1;1;1;0;1;0;1
Tsacc;-1,2;23;9;0,11;9;10;-0,58;17;11;-0,48;28;19;0;0;0;1;0;0;0;0;0;0;0;0
Ufsp2;0,05;504;514;0,03;638;621;0,11;444;460;0,18;807;878;1;1;1;1;1;1;1;1;0;0;0;0
Stat5a;0,24;134;156;0,04;186;182;-0,21;153;129;-0,28;244;192;1;1;1;1;1;1;1;1;0;0;0;0
Sep 11;-0,24;2353;1971;-0,04;5222;4870;0,67;851;1310;0,57;646;923;1;1;1;1;1;1;1;1;0;0;0;0
Akr1a1;-0,31;16100;12815;0,02;9005;8723;0,1;3668;3758;0,63;6767;10035;1;1;1;1;1;1;1;1;0;0;0;0
Pacs2;0,15;153;167;0,03;177;174;0,24;826;927;-0,36;334;249;1;1;1;1;1;1;1;1;0;0;0;0
Spast;-0,15;198;176;0,09;120;123;-0,08;212;193;-0,08;302;273;1;0;1;1;1;1;1;1;0;0;0;0
Otogl;NA;0;0;-2,31;119;22;NA;0;0;NA;0;1;0;1;0;0;0;0;0;0;0;1;0;0
Ifitm2;0,57;2313;3388;0,8;1411;2351;0,99;95;181;1,88;96;344;1;1;1;1;1;1;1;1;0;1;0;1
Abhd4;0,18;1660;1848;0,01;2730;2644;-0,09;5531;4992;-0,29;1552;1218;1;1;1;1;1;1;1;1;0;0;0;0
Bcam;-0,45;10417;7520;-0,87;25457;13443;-0,45;564;399;-0,03;187;175;1;1;1;0;1;1;1;0;0;1;0;0
Cndp2;0,8;1305;2219;1,38;1064;2631;0,59;1127;1620;1,16;4584;9790;1;1;1;1;1;1;1;1;0;1;0;1
Ldlrap1;0,11;513;543;-0,02;1472;1400;0,46;208;274;0,27;427;490;1;1;1;1;1;1;1;1;0;0;0;0
Slmap;-0,34;518;403;-0,79;4335;2410;-0,26;395;319;-0,67;1001;602;1;1;1;1;1;1;1;1;0;1;0;0
Tmem98;-0,17;1391;1212;-0,07;720;659;-0,05;1095;1011;0,54;60;84;1;1;1;0;1;1;1;1;0;0;0;0
Mrpl2;0,11;810;866;0,03;638;625;0,06;683;687;0,78;614;1014;1;1;1;1;1;1;1;1;0;0;0;0
Anks3;-0,36;290;222;-0,06;174;158;-0,3;497;391;-1,41;447;159;1;1;1;1;1;1;1;1;0;0;0;1
Cyp2j6;0,29;391;472;0,09;148;152;-0,36;3650;2754;-1,28;31;12;1;0;1;0;1;1;1;0;0;0;0;0
Zbtb37;-0,42;53;38;0,05;92;92;-0,6;126;79;-1,39;183;66;0;1;1;1;1;1;1;1;0;0;0;1
Fn3krp;-0,48;44;31;0,07;37;37;-0,26;94;74;-0,56;40;26;1;1;1;1;0;0;1;0;0;0;0;0
Klhdc8b;-0,56;337;224;-0,93;2515;1279;-0,39;428;314;-1,65;928;281;1;1;1;1;1;1;1;1;0;1;0;1
Mob2;-0,55;1796;1210;-0,76;5512;3138;-0,04;585;548;-0,39;704;514;1;1;1;1;1;1;1;1;0;1;0;0
Pacrg;2,07;3;16;0,19;26;29;-0,61;427;272;-0,53;11;7;0;0;1;0;0;0;1;0;0;0;0;0
Acss1;-0,57;95;61;-1,1;923;413;-0,56;2439;1597;-0,62;1175;734;0;1;1;1;0;1;1;1;0;1;0;0
Lamc1;0,57;1191;1753;0,04;3931;3907;0,1;651;671;0,88;124;221;1;1;1;1;1;1;1;1;0;0;0;0
Dnajb12;-0,71;365;220;-0,03;325;306;-0,1;649;582;-0,38;646;476;1;1;1;1;1;1;1;1;0;0;0;0
Nup160;0,27;507;602;0,03;450;441;0,33;287;347;0,35;365;447;1;1;1;1;1;1;1;1;0;0;0;0
1110038F14Rik;0,04;399;403;-0,03;259;245;-0,05;235;218;0,1;291;299;1;1;1;1;1;1;1;1;0;0;0;0
Ubald2;-0,2;59;51;-0,05;46;43;-0,29;32;25;-1,09;77;34;1;1;1;1;1;1;1;1;0;0;0;1
Supt7l;-0,22;223;188;0,03;386;377;-0,28;346;273;0,01;229;220;1;1;1;1;1;1;1;1;0;0;0;0
Cwc27;-0,08;347;323;0,03;349;342;0,44;213;278;0,47;211;280;1;1;1;1;1;1;1;1;0;0;0;0
Cish;-0,13;247;221;-0,15;65;56;0,21;39;44;-0,11;79;70;1;0;1;1;1;0;1;1;0;0;0;0
Fam110b;-0,82;29;15;-0,88;1076;563;-0,56;376;247;-0,69;13;7;0;1;1;0;0;1;1;0;0;1;0;0
Fkbpl;-0,63;107;68;0,04;57;56;-0,02;81;77;0,57;64;92;1;1;1;1;1;1;1;1;0;0;0;0
Gm42917;-0,42;8;5;-0,13;6;5;-0,29;6;5;-0,77;38;21;0;0;0;1;0;0;0;0;0;0;0;0
Tmem44;-0,4;1033;769;-0,18;34;29;-0,26;902;730;-0,92;264;134;1;0;1;1;1;0;1;1;0;0;0;0
Ext2;-0,23;2349;1972;-0,02;2604;2463;0,03;1595;1576;-0,29;1512;1187;1;1;1;1;1;1;1;1;0;0;0;0
Ftsj1;0,08;510;528;0,03;505;494;-0,1;537;482;0,16;364;391;1;1;1;1;1;1;1;1;0;0;0;0
Abraxas2;-0,21;335;285;-0,03;424;398;-0,01;351;338;0,27;553;636;1;1;1;1;1;1;1;1;0;0;0;0
Plin2;1,63;1383;4201;2,39;605;2993;1,37;566;1406;3,06;1192;9514;1;1;1;1;1;1;1;1;1;1;1;1
Dnajc4;-0,49;331;232;0,03;303;295;-0,21;234;194;0,28;219;256;1;1;1;1;1;1;1;1;0;0;0;0
Borcs5;0,13;204;218;0,05;294;290;-0,07;387;353;0,17;252;272;1;1;1;1;1;1;1;1;0;0;0;0
Kctd17;0,27;285;339;0,04;292;289;-0,33;454;347;-0,48;15;10;1;1;1;0;1;1;1;0;0;0;0;0
Kank3;-0,91;5716;3000;-0,04;241;225;-0,83;156;84;-0,19;244;205;1;1;1;1;1;1;1;1;0;0;0;0
Rgs12;-0,66;4228;2641;-0,08;223;202;-0,57;862;563;-0,98;103;49;1;0;1;1;1;1;1;0;0;0;0;0
Mbip;0,17;181;202;0,06;137;136;-0,34;233;177;-0,57;242;155;1;1;1;1;1;1;1;1;0;0;0;0
Dvl1;0;155;152;0,04;121;120;0;157;152;-0,89;126;64;1;1;1;0;1;1;1;1;0;0;0;0
Sirt4;-1,14;93;41;0,05;96;95;-0,58;141;91;0,13;82;86;1;1;1;1;0;1;1;1;0;0;0;0
Tctn1;0,59;77;115;-0,11;72;64;-0,04;168;158;-0,38;118;86;1;0;1;1;1;0;1;1;0;0;0;0
Sirt1;-0,1;104;95;0,08;54;55;0,9;49;88;-1,24;113;45;1;0;1;1;1;1;1;1;0;0;0;0
Smpdl3b;0,6;48;73;4,7;0;28;0,11;111;116;-0,24;432;352;1;0;1;1;1;0;1;1;0;0;0;0
Nlgn2;0,85;7;14;-0,07;54;49;-0,31;86;67;0,06;6;6;0;1;1;0;0;1;1;0;0;0;0;0
Fam185a;0,01;40;40;-0,13;54;46;0,69;83;130;-0,87;99;51;0;0;1;1;1;0;1;1;0;0;0;0
Actg2;-2,63;7;0;-0,33;2072;1578;0,31;3;4;-0,95;7;3;0;1;0;0;0;1;0;0;0;0;0;0
Als2cl;-0,7;558;338;-0,14;50;44;-0,52;570;384;-0,17;31;26;1;0;1;0;1;0;1;0;0;0;0;0
Trim59;1,13;19;44;0,17;16;18;-0,09;632;563;0,29;27;32;0;0;1;0;0;0;1;0;0;0;0;0
Zfp568;0,73;61;100;-1,83;183;48;-0,53;72;47;0,16;64;69;0;1;1;0;1;0;1;0;0;1;0;0
Pcdhgb1;0,7;39;63;0,2;13;14;0,63;85;127;-0,03;12;12;0;0;1;0;0;0;1;0;0;0;0;0
Srgn;-0,46;10431;7485;2,89;438;3082;2,3;255;1200;1,58;7024;20134;1;1;1;1;1;1;1;1;0;1;0;1
Cnrip1;1,64;10;31;-0,05;229;212;-0,04;202;189;-0,13;156;136;0;1;1;1;0;1;1;1;0;0;0;0
Vkorc1l1;0,17;236;261;0,05;170;169;0,13;219;231;0,06;241;242;1;1;1;1;1;1;1;1;0;0;0;0
Ripk2;-0,37;269;205;0,05;169;168;0,01;137;133;-0,23;525;431;1;1;1;1;1;1;1;1;0;0;0;0
Il17ra;0,75;471;775;1,59;234;674;0,69;664;1032;-0,33;3901;2970;1;1;1;1;1;1;1;1;0;1;0;0
Pla2g6;0,04;217;218;0,09;160;164;-0,22;423;352;-0,29;180;140;1;0;1;1;1;1;1;1;0;0;0;0
Gm26558;0,47;9;13;0,08;17;18;0,13;22;23;0,01;27;26;0;0;1;1;0;0;0;0;0;0;0;0
Clcn2;1,68;12;41;-0,13;45;38;-0,37;1324;986;-0,85;32;17;0;0;1;0;0;0;1;0;0;0;0;0
Fam181b;-0,54;184;124;-0,14;9;8;-0,32;920;712;-0,5;8;5;1;0;1;0;1;0;1;0;0;0;0;0
Stmn3;0,86;10;18;-0,17;30;26;0,19;185;203;1,17;8;20;0;0;1;0;0;0;1;0;0;0;0;0
Thoc5;0,59;308;455;-0,05;410;379;-0,13;355;311;0,2;405;446;1;1;1;1;1;1;1;1;0;0;0;0
Plekhf1;-0,44;69;50;0,04;366;361;-0,28;1083;857;-0,49;39;26;1;1;1;1;1;1;1;0;0;0;0;0
Hopx;0,57;23;34;0,04;87;86;-0,26;667;537;0,99;13;26;0;1;1;0;1;1;1;0;0;0;0;0
Smox;-0,04;2470;2355;1,48;325;866;-0,26;7010;5647;-0,27;2652;2100;1;1;1;1;1;1;1;1;0;1;0;0
Ghitm;-0,08;3951;3671;-0,01;4113;3901;0,09;3614;3691;0,22;3768;4202;1;1;1;1;1;1;1;1;0;0;0;0
Ramp1;0,07;93;96;-1,09;1481;669;-0,53;5479;3675;-0,6;454;287;0;1;1;1;0;1;1;1;0;1;0;0
Abca9;-0,33;49;37;0,07;224;224;-0,95;84;41;-1,68;4322;1289;0;1;1;1;0;1;0;1;0;0;0;1
Smcr8;-0,28;166;135;0,05;138;136;-0,11;222;197;0,3;401;472;0;1;1;1;1;1;1;1;0;0;0;0
Eif4enif1;0,3;229;278;0,04;314;310;0,01;284;277;-0,31;248;192;1;1;1;1;1;1;1;0;0;0;0;0
B4galt7;0,06;318;325;-0,02;267;252;-0,46;496;348;0,21;525;581;1;1;1;1;1;1;1;1;0;0;0;0
Rbm48;-0,79;190;108;-0,05;144;132;-0,05;172;160;-0,04;122;114;1;1;1;1;1;1;1;1;0;0;0;0
Malt1;-0,05;158;150;-0,14;49;43;0,09;53;54;-0,47;275;190;1;0;0;1;1;0;1;1;0;0;0;0
Zfp995;-1,91;56;14;0,19;22;25;-0,03;28;27;0,15;71;76;0;0;0;1;0;0;0;0;0;0;0;0
Gpc3;0,55;5;7;-0,36;2066;1536;-0,67;98;59;0,62;4;6;0;1;1;0;0;1;1;0;0;0;0;0
Plbd2;0,21;1474;1674;0,02;1538;1494;-0,34;3911;2988;-0,03;2707;2545;1;1;1;1;1;1;1;1;0;0;0;0
B3gntl1;-0,04;66;63;-0,13;55;49;-0,15;136;118;-1,54;120;39;0;0;1;1;0;0;1;0;0;0;0;0
CT030173.1;-1,02;34;16;-0,18;34;29;0,8;10;18;1,87;11;43;0;0;0;0;0;0;0;1;0;0;0;0
Rnf141;-0,42;537;393;0,04;682;672;0,46;841;1103;-0,21;377;314;1;1;1;1;1;1;1;1;0;0;0;0
Mapre1;0,01;3119;3091;0,02;3625;3516;0,35;1296;1582;0,47;2252;2997;1;1;1;1;1;1;1;1;0;0;0;0
Pin1;-0,21;1427;1216;-0,01;1341;1275;0,14;1193;1267;0,89;865;1542;1;1;1;1;1;1;1;1;0;0;0;1
Gapvd1;0;1238;1221;-0,04;1209;1129;0,05;1373;1372;-0,16;1554;1331;1;1;1;1;1;1;1;1;0;0;0;0
Prkag1;-0,09;502;466;0,03;477;470;0,07;409;414;0,18;315;342;1;1;1;1;1;1;1;1;0;0;0;0
Ppp4r1;0,18;570;637;-0,05;330;307;0,66;266;406;-0,32;745;571;1;1;1;1;1;1;1;1;0;0;0;0
Ap5m1;0,56;174;252;0,04;301;298;0,07;274;277;-0,21;228;189;1;1;1;1;1;1;1;1;0;0;0;0
Lgals3;4,01;86;1375;2,44;564;2891;0,66;1162;1801;5,47;299;12765;1;1;1;1;1;1;1;1;1;1;0;1
Etv3;-0,15;304;269;-0,05;240;223;0,06;164;164;-0,36;991;741;1;1;1;1;1;1;1;1;0;0;0;0
Cul9;-0,78;120;69;-0,05;208;192;-0,54;395;263;-0,92;240;120;1;1;1;1;1;1;1;1;0;0;0;0
Tcf19;0,89;103;188;-0,08;111;102;0,81;31;53;-0,66;68;40;0;1;0;1;1;0;1;0;0;0;0;0
Nubpl;-0,07;167;157;0,07;99;97;-0,27;133;107;0,25;173;197;1;1;1;1;1;1;1;1;0;0;0;0
Aqp4;1,46;42;115;0,21;50;57;0,07;9625;9819;0,18;70;77;0;0;1;1;0;0;1;1;0;0;0;0
Gk5;-0,36;93;71;0,14;40;42;0,08;51;52;0,24;29;33;0;0;1;0;1;0;1;0;0;0;0;0
Plxnb3;1,89;10;39;0,19;36;41;0,09;751;760;-1,45;155;53;0;0;1;1;0;0;1;0;0;0;0;0
Tkfc;0,93;21;40;-0,06;31;29;-0,09;71;65;-0,15;38;33;0;0;1;1;0;0;1;0;0;0;0;0
Gm14418;-0,29;9;7;0,04;18;17;-0,85;20;10;-0,32;7;5;0;1;1;0;0;1;0;0;0;0;0;0
Cabin1;-0,03;392;376;-0,71;2243;1316;0,03;565;556;-1,19;1354;567;1;1;1;1;1;1;1;1;0;1;0;1
Smpd3;0,3;24;29;0,24;12;14;-0,96;556;276;-0,83;31;16;0;0;1;0;0;0;1;0;0;0;0;0
Gucy2g;-1,85;2;0;-2,05;312;71;-0,86;1;0;-1,89;7;1;0;1;0;0;0;1;0;0;0;1;0;0
Dalrd3;-0,41;190;140;0,05;219;219;-0,32;841;652;-1,23;293;119;1;1;1;1;1;1;1;1;0;0;0;1
Ywhag;0,64;734;1119;0,61;1418;2080;0,88;883;1558;0,8;1160;1930;1;1;1;1;1;1;1;1;0;1;0;1
Aff1;-0,11;1203;1089;-0,03;1243;1167;0,17;881;957;-0,37;1000;741;1;1;1;1;1;1;1;1;0;0;0;0
Zfp397;0,33;244;300;-0,05;432;401;-0,07;507;465;-0,21;322;266;1;1;1;1;1;1;1;1;0;0;0;0
